*******************************************************************************************************************
* This Online Resource contains electronic supplemental material (ESM) accompanying the following article submitted to the
* International Journal of Biometeorology - Special Issue (UTCI):
*
* Deriving the Operational Procedure for the Universal Thermal Climate Index UTCI
* by
* Peter Bröde, Dusan Fiala, Krzysztof Blazejczyk, Ingvar Holmér, Gerd Jendritzky, Bernhard Kampmann, Birger Tinz, George Havenith
*
* Corresponding author:
* Peter Bröde
* Leibniz Research Centre for Working Environment and Human Factors (IfADo)
* Ardeystr. 67, 44139 Dortmund, Germany
* Phone +49 231 1084 225
* Fax +49 231 1084 400
* e-mail: broede@ifado.de 
*
* ESM 4: This TAB-delimited file tabulates values of the Offset (= UTCI - Ta) in °C for different input values of:
*    Ta:	air temperature in°C (range: -50 °C to +50 °C)
*    Tr-Ta:	difference between mean radiant temperature (Tr) and air temperature in °C (-30 °C to +70 °C)
*    va:	wind speed in m/s measured 10 m above ground level (0.5 m/s to 30.3 m/s)
*    rH:	relative humidity in % (5% to 100%)
*    pa:	water vapour pressure in kPa (0 kPa to 5 kPa)
*******************************************************************************************************************
Ta	Tr-Ta	va	rH	pa	Offset
-26	-5	0.8	100	0.07	-1.72
-26	-5	1.2	5	0.00	-3.01
-26	-5	1.2	50	0.04	-3.01
-26	-5	1.2	100	0.07	-3.01
-26	-5	1.8	5	0.00	-6.45
-26	-5	1.8	50	0.04	-6.45
-26	-5	1.8	100	0.07	-5.81
-26	-5	2.7	5	0.00	-10.10
-26	-5	2.7	50	0.04	-10.10
-26	-5	2.7	100	0.07	-10.10
-26	-5	4.0	5	0.00	-14.19
-26	-5	4.0	50	0.04	-13.97
-26	-5	4.0	100	0.07	-13.97
-26	-5	6.0	5	0.00	-19.56
-26	-5	6.0	50	0.04	-19.34
-26	-5	6.0	100	0.07	-19.34
-26	-5	9.0	5	0.00	-25.79
-26	-5	9.0	50	0.04	-25.79
-26	-5	9.0	100	0.07	-25.79
-26	-5	13.5	5	0.00	-33.52
-26	-5	13.5	50	0.04	-33.52
-26	-5	13.5	100	0.07	-33.31
-26	-5	20.2	5	0.00	-46.20
-26	-5	20.2	50	0.04	-46.20
-26	-5	20.2	100	0.07	-46.20
-26	-5	30.3	5	0.00	-56.29
-26	-5	30.3	50	0.04	-56.29
-26	-5	30.3	100	0.07	-56.08
-26	0	0.5	5	0.00	-0.22
-26	0	0.5	50	0.04	-0.22
-26	0	0.5	100	0.07	0.21
-26	0	0.8	5	0.00	-0.44
-26	0	0.8	50	0.04	-0.44
-26	0	0.8	100	0.07	-0.44
-26	0	1.2	5	0.00	-1.72
-26	0	1.2	50	0.04	-1.72
-26	0	1.2	100	0.07	-1.72
-26	0	1.8	5	0.00	-4.73
-26	0	1.8	50	0.04	-4.73
-26	0	1.8	100	0.07	-4.73
-26	0	2.7	5	0.00	-9.46
-26	0	2.7	50	0.04	-9.46
-26	0	2.7	100	0.07	-9.46
-26	0	4.0	5	0.00	-13.54
-26	0	4.0	50	0.04	-13.54
-26	0	4.0	100	0.07	-13.33
-26	0	6.0	5	0.00	-18.70
-26	0	6.0	50	0.04	-18.70
-26	0	6.0	100	0.07	-18.70
-26	0	9.0	5	0.00	-25.14
-26	0	9.0	50	0.04	-25.14
-26	0	9.0	100	0.07	-25.14
-26	0	13.5	5	0.00	-33.09
-26	0	13.5	50	0.04	-33.09
-26	0	13.5	100	0.07	-33.09
-26	0	20.2	5	0.00	-45.55
-26	0	20.2	50	0.04	-45.34
-26	0	20.2	100	0.07	-45.34
-26	0	30.3	5	0.00	-55.87
-26	0	30.3	50	0.04	-55.87
-26	0	30.3	100	0.07	-55.87
-26	5	0.5	5	0.00	1.71
-26	5	0.5	50	0.04	1.71
-26	5	0.5	100	0.07	1.93
-26	5	0.8	5	0.00	1.28
-26	5	0.8	50	0.04	1.28
-26	5	0.8	100	0.07	1.28
-26	5	1.2	5	0.00	-0.44
-26	5	1.2	50	0.04	-0.44
-26	5	1.2	100	0.07	-0.44
-26	5	1.8	5	0.00	-4.09
-26	5	1.8	50	0.04	-4.09
-26	5	1.8	100	0.07	-4.09
-26	5	2.7	5	0.00	-8.81
-26	5	2.7	50	0.04	-8.60
-26	5	2.7	100	0.07	-8.38
-26	5	4.0	5	0.00	-12.90
-26	5	4.0	50	0.04	-12.90
-26	5	4.0	100	0.07	-12.68
-26	5	6.0	5	0.00	-18.48
-26	5	6.0	50	0.04	-18.27
-26	5	6.0	100	0.07	-18.05
-26	5	9.0	5	0.00	-24.50
-26	5	9.0	50	0.04	-24.50
-26	5	9.0	100	0.07	-24.50
-26	5	13.5	5	0.00	-32.66
-26	5	13.5	50	0.04	-32.66
-26	5	13.5	100	0.07	-32.45
-26	5	20.2	5	0.00	-44.91
-26	5	20.2	50	0.04	-44.91
-26	5	20.2	100	0.07	-44.69
-26	5	30.3	5	0.00	-55.65
-26	5	30.3	50	0.04	-55.65
-26	5	30.3	100	0.07	-55.44
-26	10	0.5	5	0.00	2.79
-26	10	0.5	50	0.04	2.79
-26	10	0.5	100	0.07	3.43
-26	10	0.8	5	0.00	2.79
-26	10	0.8	50	0.04	2.79
-26	10	0.8	100	0.07	2.79
-26	10	1.2	5	0.00	1.50
-26	10	1.2	50	0.04	1.50
-26	10	1.2	100	0.07	1.50
-26	10	1.8	5	0.00	-2.80
-26	10	1.8	50	0.04	-2.80
-26	10	1.8	100	0.07	-2.80
-26	10	2.7	5	0.00	-8.17
-26	10	2.7	50	0.04	-7.74
-26	10	2.7	100	0.07	-7.31
-26	10	4.0	5	0.00	-11.82
-26	10	4.0	50	0.04	-11.61
-26	10	4.0	100	0.07	-11.61
-26	10	6.0	5	0.00	-17.41
-26	10	6.0	50	0.04	-17.41
-26	10	6.0	100	0.07	-17.19
-26	10	9.0	5	0.00	-23.85
-26	10	9.0	50	0.04	-23.85
-26	10	9.0	100	0.07	-23.85
-26	10	13.5	5	0.00	-32.02
-26	10	13.5	50	0.04	-32.02
-26	10	13.5	100	0.07	-32.02
-26	10	20.2	5	0.00	-44.05
-26	10	20.2	50	0.04	-44.05
-26	10	20.2	100	0.07	-44.05
-26	10	30.3	5	0.00	-55.01
-26	10	30.3	50	0.04	-55.01
-26	10	30.3	100	0.07	-55.01
-26	15	0.5	5	0.00	6.01
-26	15	0.5	50	0.04	6.01
-26	15	0.5	100	0.07	6.01
-26	15	0.8	5	0.00	5.15
-26	15	0.8	50	0.04	5.37
-26	15	0.8	100	0.07	5.79
-26	15	1.2	5	0.00	2.79
-26	15	1.2	50	0.04	2.79
-26	15	1.2	100	0.07	3.43
-26	15	1.8	5	0.00	-1.29
-26	15	1.8	50	0.04	-1.08
-26	15	1.8	100	0.07	-1.08
-26	15	2.7	5	0.00	-6.67
-26	15	2.7	50	0.04	-6.67
-26	15	2.7	100	0.07	-6.67
-26	15	4.0	5	0.00	-10.96
-26	15	4.0	50	0.04	-10.96
-26	15	4.0	100	0.07	-10.96
-26	15	6.0	5	0.00	-16.76
-26	15	6.0	50	0.04	-16.55
-26	15	6.0	100	0.07	-16.33
-26	15	9.0	5	0.00	-23.21
-26	15	9.0	50	0.04	-23.21
-26	15	9.0	100	0.07	-23.21
-26	15	13.5	5	0.00	-31.37
-26	15	13.5	50	0.04	-31.37
-26	15	13.5	100	0.07	-31.37
-26	15	20.2	5	0.00	-43.19
-26	15	20.2	50	0.04	-43.19
-26	15	20.2	100	0.07	-43.19
-26	15	30.3	5	0.00	-54.79
-26	15	30.3	50	0.04	-54.58
-26	15	30.3	100	0.07	-54.58
-26	20	0.5	5	0.00	7.94
-26	20	0.5	50	0.04	7.94
-26	20	0.5	100	0.07	7.94
-26	20	0.8	5	0.00	7.51
-26	20	0.8	50	0.04	7.51
-26	20	0.8	100	0.07	7.73
-26	20	1.2	5	0.00	5.37
-26	20	1.2	50	0.04	5.58
-26	20	1.2	100	0.07	5.58
-26	20	1.8	5	0.00	0.42
-26	20	1.8	50	0.04	0.64
-26	20	1.8	100	0.07	1.28
-26	20	2.7	5	0.00	-5.59
-26	20	2.7	50	0.04	-5.38
-26	20	2.7	100	0.07	-5.38
-26	20	4.0	5	0.00	-10.53
-26	20	4.0	50	0.04	-10.53
-26	20	4.0	100	0.07	-10.32
-26	20	6.0	5	0.00	-15.90
-26	20	6.0	50	0.04	-15.90
-26	20	6.0	100	0.07	-15.90
-26	20	9.0	5	0.00	-22.56
-26	20	9.0	50	0.04	-22.56
-26	20	9.0	100	0.07	-22.56
-26	20	13.5	5	0.00	-30.94
-26	20	13.5	50	0.04	-30.94
-26	20	13.5	100	0.07	-30.94
-26	20	20.2	5	0.00	-42.33
-26	20	20.2	50	0.04	-42.12
-26	20	20.2	100	0.07	-42.12
-26	20	30.3	5	0.00	-54.15
-26	20	30.3	50	0.04	-54.15
-26	20	30.3	100	0.07	-53.93
-26	25	0.5	5	0.00	10.31
-26	25	0.5	50	0.04	10.31
-26	25	0.5	100	0.07	10.31
-26	25	0.8	5	0.00	9.66
-26	25	0.8	50	0.04	9.88
-26	25	0.8	100	0.07	9.88
-26	25	1.2	5	0.00	7.73
-26	25	1.2	50	0.04	7.73
-26	25	1.2	100	0.07	7.73
-26	25	1.8	5	0.00	2.79
-26	25	1.8	50	0.04	2.79
-26	25	1.8	100	0.07	2.79
-26	25	2.7	5	0.00	-4.30
-26	25	2.7	50	0.04	-4.09
-26	25	2.7	100	0.07	-4.09
-26	25	4.0	5	0.00	-10.10
-26	25	4.0	50	0.04	-9.89
-26	25	4.0	100	0.07	-9.89
-26	25	6.0	5	0.00	-15.04
-26	25	6.0	50	0.04	-15.04
-26	25	6.0	100	0.07	-14.83
-26	25	9.0	5	0.00	-22.13
-26	25	9.0	50	0.04	-21.92
-26	25	9.0	100	0.07	-21.71
-26	25	13.5	5	0.00	-30.30
-26	25	13.5	50	0.04	-30.30
-26	25	13.5	100	0.07	-30.08
-26	25	20.2	5	0.00	-41.47
-26	25	20.2	50	0.04	-41.26
-26	25	20.2	100	0.07	-41.26
-26	25	30.3	5	0.00	-53.50
-26	25	30.3	50	0.04	-53.50
-26	25	30.3	100	0.07	-53.50
-26	30	0.5	5	0.00	12.03
-26	30	0.5	50	0.04	12.46
-26	30	0.5	100	0.07	12.46
-26	30	0.8	5	0.00	11.60
-26	30	0.8	50	0.04	11.60
-26	30	0.8	100	0.07	11.60
-26	30	1.2	5	0.00	9.88
-26	30	1.2	50	0.04	9.88
-26	30	1.2	100	0.07	9.88
-26	30	1.8	5	0.00	5.37
-26	30	1.8	50	0.04	5.58
-26	30	1.8	100	0.07	5.58
-26	30	2.7	5	0.00	-3.01
-26	30	2.7	50	0.04	-2.80
-26	30	2.7	100	0.07	-2.80
-26	30	4.0	5	0.00	-9.46
-26	30	4.0	50	0.04	-9.24
-26	30	4.0	100	0.07	-9.24
-26	30	6.0	5	0.00	-13.97
-26	30	6.0	50	0.04	-13.97
-26	30	6.0	100	0.07	-13.97
-26	30	9.0	5	0.00	-21.28
-26	30	9.0	50	0.04	-21.28
-26	30	9.0	100	0.07	-21.06
-26	30	13.5	5	0.00	-29.44
-26	30	13.5	50	0.04	-29.44
-26	30	13.5	100	0.07	-29.22
-26	30	20.2	5	0.00	-39.97
-26	30	20.2	50	0.04	-39.97
-26	30	20.2	100	0.07	-39.97
-26	30	30.3	5	0.00	-53.29
-26	30	30.3	50	0.04	-53.29
-26	30	30.3	100	0.07	-53.07
-26	35	0.5	5	0.00	13.96
-26	35	0.5	50	0.04	13.96
-26	35	0.5	100	0.07	14.39
-26	35	0.8	5	0.00	13.74
-26	35	0.8	50	0.04	13.74
-26	35	0.8	100	0.07	13.74
-26	35	1.2	5	0.00	11.81
-26	35	1.2	50	0.04	12.67
-26	35	1.2	100	0.07	12.67
-26	35	1.8	5	0.00	7.94
-26	35	1.8	50	0.04	7.94
-26	35	1.8	100	0.07	7.94
-26	35	2.7	5	0.00	-1.08
-26	35	2.7	50	0.04	-0.87
-26	35	2.7	100	0.07	-0.65
-26	35	4.0	5	0.00	-7.96
-26	35	4.0	50	0.04	-7.96
-26	35	4.0	100	0.07	-7.96
-26	35	6.0	5	0.00	-12.90
-26	35	6.0	50	0.04	-12.90
-26	35	6.0	100	0.07	-12.90
-26	35	9.0	5	0.00	-20.20
-26	35	9.0	50	0.04	-19.99
-26	35	9.0	100	0.07	-19.99
-26	35	13.5	5	0.00	-28.79
-26	35	13.5	50	0.04	-28.58
-26	35	13.5	100	0.07	-28.58
-26	35	20.2	5	0.00	-39.11
-26	35	20.2	50	0.04	-39.11
-26	35	20.2	100	0.07	-39.11
-26	35	30.3	5	0.00	-52.43
-26	35	30.3	50	0.04	-52.43
-26	35	30.3	100	0.07	-52.43
-26	40	0.5	5	0.00	15.89
-26	40	0.5	50	0.04	15.89
-26	40	0.5	100	0.07	15.89
-26	40	0.8	5	0.00	15.68
-26	40	0.8	50	0.04	15.68
-26	40	0.8	100	0.07	15.68
-26	40	1.2	5	0.00	14.17
-26	40	1.2	50	0.04	14.17
-26	40	1.2	100	0.07	14.39
-26	40	1.8	5	0.00	9.88
-26	40	1.8	50	0.04	9.88
-26	40	1.8	100	0.07	10.31
-26	40	2.7	5	0.00	1.50
-26	40	2.7	50	0.04	1.50
-26	40	2.7	100	0.07	1.50
-26	40	4.0	5	0.00	-6.88
-26	40	4.0	50	0.04	-6.67
-26	40	4.0	100	0.07	-6.67
-26	40	6.0	5	0.00	-12.04
-26	40	6.0	50	0.04	-12.04
-26	40	6.0	100	0.07	-12.04
-26	40	9.0	5	0.00	-19.34
-26	40	9.0	50	0.04	-19.34
-26	40	9.0	100	0.07	-19.34
-26	40	13.5	5	0.00	-27.94
-26	40	13.5	50	0.04	-27.94
-26	40	13.5	100	0.07	-27.94
-26	40	20.2	5	0.00	-38.46
-26	40	20.2	50	0.04	-38.46
-26	40	20.2	100	0.07	-38.46
-26	40	30.3	5	0.00	-51.78
-26	40	30.3	50	0.04	-51.78
-26	40	30.3	100	0.07	-51.78
-26	45	0.5	5	0.00	17.40
-26	45	0.5	50	0.04	17.40
-26	45	0.5	100	0.07	17.40
-26	45	0.8	5	0.00	17.18
-26	45	0.8	50	0.04	17.18
-26	45	0.8	100	0.07	17.18
-26	45	1.2	5	0.00	15.89
-26	45	1.2	50	0.04	15.89
-26	45	1.2	100	0.07	15.89
-26	45	1.8	5	0.00	12.46
-26	45	1.8	50	0.04	12.46
-26	45	1.8	100	0.07	12.46
-26	45	2.7	5	0.00	3.43
-26	45	2.7	50	0.04	3.43
-26	45	2.7	100	0.07	3.43
-26	45	4.0	5	0.00	-5.38
-26	45	4.0	50	0.04	-5.38
-26	45	4.0	100	0.07	-5.38
-26	45	6.0	5	0.00	-10.96
-26	45	6.0	50	0.04	-10.96
-26	45	6.0	100	0.07	-10.96
-26	45	9.0	5	0.00	-18.70
-26	45	9.0	50	0.04	-18.70
-26	45	9.0	100	0.07	-18.70
-26	45	13.5	5	0.00	-27.51
-26	45	13.5	50	0.04	-27.29
-26	45	13.5	100	0.07	-27.29
-26	45	20.2	5	0.00	-37.60
-26	45	20.2	50	0.04	-37.60
-26	45	20.2	100	0.07	-37.60
-26	45	30.3	5	0.00	-51.14
-26	45	30.3	50	0.04	-51.14
-26	45	30.3	100	0.07	-51.14
-26	50	0.5	5	0.00	18.90
-26	50	0.5	50	0.04	19.33
-26	50	0.5	100	0.07	19.33
-26	50	0.8	5	0.00	18.90
-26	50	0.8	50	0.04	18.90
-26	50	0.8	100	0.07	18.90
-26	50	1.2	5	0.00	17.40
-26	50	1.2	50	0.04	17.40
-26	50	1.2	100	0.07	17.40
-26	50	1.8	5	0.00	14.17
-26	50	1.8	50	0.04	14.39
-26	50	1.8	100	0.07	14.39
-26	50	2.7	5	0.00	5.79
-26	50	2.7	50	0.04	6.01
-26	50	2.7	100	0.07	6.44
-26	50	4.0	5	0.00	-4.09
-26	50	4.0	50	0.04	-3.87
-26	50	4.0	100	0.07	-3.87
-26	50	6.0	5	0.00	-10.32
-26	50	6.0	50	0.04	-10.32
-26	50	6.0	100	0.07	-10.32
-26	50	9.0	5	0.00	-17.62
-26	50	9.0	50	0.04	-17.41
-26	50	9.0	100	0.07	-17.41
-26	50	13.5	5	0.00	-26.65
-26	50	13.5	50	0.04	-26.43
-26	50	13.5	100	0.07	-26.43
-26	50	20.2	5	0.00	-37.17
-26	50	20.2	50	0.04	-36.96
-26	50	20.2	100	0.07	-36.96
-26	50	30.3	5	0.00	-50.49
-26	50	30.3	50	0.04	-50.49
-26	50	30.3	100	0.07	-50.49
-26	55	0.5	5	0.00	21.05
-26	55	0.5	50	0.04	21.26
-26	55	0.5	100	0.07	21.26
-26	55	0.8	5	0.00	20.83
-26	55	0.8	50	0.04	20.83
-26	55	0.8	100	0.07	20.83
-26	55	1.2	5	0.00	19.12
-26	55	1.2	50	0.04	19.12
-26	55	1.2	100	0.07	19.33
-26	55	1.8	5	0.00	15.89
-26	55	1.8	50	0.04	16.11
-26	55	1.8	100	0.07	16.11
-26	55	2.7	5	0.00	8.80
-26	55	2.7	50	0.04	9.02
-26	55	2.7	100	0.07	9.23
-26	55	4.0	5	0.00	-1.72
-26	55	4.0	50	0.04	-1.72
-26	55	4.0	100	0.07	-1.72
-26	55	6.0	5	0.00	-9.67
-26	55	6.0	50	0.04	-9.67
-26	55	6.0	100	0.07	-9.67
-26	55	9.0	5	0.00	-16.76
-26	55	9.0	50	0.04	-16.76
-26	55	9.0	100	0.07	-16.55
-26	55	13.5	5	0.00	-25.79
-26	55	13.5	50	0.04	-25.57
-26	55	13.5	100	0.07	-25.57
-26	55	20.2	5	0.00	-36.31
-26	55	20.2	50	0.04	-36.10
-26	55	20.2	100	0.07	-36.10
-26	55	30.3	5	0.00	-50.06
-26	55	30.3	50	0.04	-49.85
-26	55	30.3	100	0.07	-49.85
-26	60	0.5	5	0.00	22.55
-26	60	0.5	50	0.04	22.77
-26	60	0.5	100	0.07	22.77
-26	60	0.8	5	0.00	22.55
-26	60	0.8	50	0.04	22.55
-26	60	0.8	100	0.07	22.55
-26	60	1.2	5	0.00	20.83
-26	60	1.2	50	0.04	20.83
-26	60	1.2	100	0.07	21.05
-26	60	1.8	5	0.00	17.83
-26	60	1.8	50	0.04	17.83
-26	60	1.8	100	0.07	18.26
-26	60	2.7	5	0.00	11.38
-26	60	2.7	50	0.04	11.38
-26	60	2.7	100	0.07	11.38
-26	60	4.0	5	0.00	-0.01
-26	60	4.0	50	0.04	0.21
-26	60	4.0	100	0.07	0.21
-26	60	6.0	5	0.00	-8.38
-26	60	6.0	50	0.04	-8.38
-26	60	6.0	100	0.07	-8.38
-26	60	9.0	5	0.00	-15.47
-26	60	9.0	50	0.04	-15.47
-26	60	9.0	100	0.07	-15.26
-26	60	13.5	5	0.00	-24.50
-26	60	13.5	50	0.04	-24.50
-26	60	13.5	100	0.07	-24.50
-26	60	20.2	5	0.00	-35.24
-26	60	20.2	50	0.04	-35.24
-26	60	20.2	100	0.07	-35.24
-26	60	30.3	5	0.00	-48.99
-26	60	30.3	50	0.04	-48.99
-26	60	30.3	100	0.07	-48.99
-26	65	0.5	5	0.00	24.70
-26	65	0.5	50	0.04	24.70
-26	65	0.5	100	0.07	24.70
-26	65	0.8	5	0.00	24.27
-26	65	0.8	50	0.04	24.27
-26	65	0.8	100	0.07	24.27
-26	65	1.2	5	0.00	22.55
-26	65	1.2	50	0.04	22.77
-26	65	1.2	100	0.07	22.77
-26	65	1.8	5	0.00	19.97
-26	65	1.8	50	0.04	19.97
-26	65	1.8	100	0.07	19.97
-26	65	2.7	5	0.00	13.74
-26	65	2.7	50	0.04	13.74
-26	65	2.7	100	0.07	13.74
-26	65	4.0	5	0.00	2.14
-26	65	4.0	50	0.04	2.79
-26	65	4.0	100	0.07	2.79
-26	65	6.0	5	0.00	-7.10
-26	65	6.0	50	0.04	-7.10
-26	65	6.0	100	0.07	-7.10
-26	65	9.0	5	0.00	-14.19
-26	65	9.0	50	0.04	-14.19
-26	65	9.0	100	0.07	-14.19
-26	65	13.5	5	0.00	-23.85
-26	65	13.5	50	0.04	-23.64
-26	65	13.5	100	0.07	-23.64
-26	65	20.2	5	0.00	-34.38
-26	65	20.2	50	0.04	-34.38
-26	65	20.2	100	0.07	-34.38
-26	65	30.3	5	0.00	-48.35
-26	65	30.3	50	0.04	-48.13
-26	65	30.3	100	0.07	-48.13
-26	70	0.5	5	0.00	26.85
-26	70	0.5	50	0.04	26.85
-26	70	0.5	100	0.07	26.85
-26	70	0.8	5	0.00	26.63
-26	70	0.8	50	0.04	26.63
-26	70	0.8	100	0.07	26.63
-26	70	1.2	5	0.00	24.70
-26	70	1.2	50	0.04	24.70
-26	70	1.2	100	0.07	25.13
-26	70	1.8	5	0.00	21.48
-26	70	1.8	50	0.04	21.48
-26	70	1.8	100	0.07	21.69
-26	70	2.7	5	0.00	15.68
-26	70	2.7	50	0.04	15.89
-26	70	2.7	100	0.07	15.89
-26	70	4.0	5	0.00	5.37
-26	70	4.0	50	0.04	5.37
-26	70	4.0	100	0.07	6.01
-26	70	6.0	5	0.00	-5.59
-26	70	6.0	50	0.04	-5.38
-26	70	6.0	100	0.07	-5.38
-26	70	9.0	5	0.00	-13.11
-26	70	9.0	50	0.04	-13.11
-26	70	9.0	100	0.07	-12.90
-26	70	13.5	5	0.00	-22.99
-26	70	13.5	50	0.04	-22.99
-26	70	13.5	100	0.07	-22.99
-26	70	20.2	5	0.00	-33.95
-26	70	20.2	50	0.04	-33.74
-26	70	20.2	100	0.07	-33.74
-26	70	30.3	5	0.00	-47.70
-26	70	30.3	50	0.04	-47.70
-26	70	30.3	100	0.07	-47.70
-25	-30	0.5	5	0.00	-7.24
-25	-30	0.5	50	0.04	-7.24
-25	-30	0.5	100	0.08	-7.02
-25	-30	0.8	5	0.00	-7.45
-25	-30	0.8	50	0.04	-7.45
-25	-30	0.8	100	0.08	-7.45
-25	-30	1.2	5	0.00	-8.10
-25	-30	1.2	50	0.04	-8.10
-25	-30	1.2	100	0.08	-8.10
-25	-30	1.8	5	0.00	-10.46
-25	-30	1.8	50	0.04	-10.46
-25	-30	1.8	100	0.08	-10.46
-25	-30	2.7	5	0.00	-13.68
-25	-30	2.7	50	0.04	-13.68
-25	-30	2.7	100	0.08	-13.47
-25	-30	4.0	5	0.00	-17.55
-25	-30	4.0	50	0.04	-17.55
-25	-30	4.0	100	0.08	-17.33
-25	-30	6.0	5	0.00	-22.49
-25	-30	6.0	50	0.04	-22.28
-25	-30	6.0	100	0.08	-22.06
-25	-30	9.0	5	0.00	-28.08
-25	-30	9.0	50	0.04	-28.08
-25	-30	9.0	100	0.08	-28.08
-25	-30	13.5	5	0.00	-35.81
-25	-30	13.5	50	0.04	-35.81
-25	-30	13.5	100	0.08	-35.81
-25	-30	20.2	5	0.00	-48.70
-25	-30	20.2	50	0.04	-48.49
-25	-30	20.2	100	0.08	-48.49
-25	-30	30.3	5	0.00	-57.94
-25	-30	30.3	50	0.04	-57.72
-25	-30	30.3	100	0.08	-57.72
-25	-25	0.5	5	0.00	-5.95
-25	-25	0.5	50	0.04	-5.95
-25	-25	0.5	100	0.08	-5.73
-25	-25	0.8	5	0.00	-6.38
-25	-25	0.8	50	0.04	-6.38
-25	-25	0.8	100	0.08	-6.16
-25	-25	1.2	5	0.00	-7.67
-25	-25	1.2	50	0.04	-7.67
-25	-25	1.2	100	0.08	-7.67
-25	-25	1.8	5	0.00	-9.81
-25	-25	1.8	50	0.04	-9.38
-25	-25	1.8	100	0.08	-9.38
-25	-25	2.7	5	0.00	-13.04
-25	-25	2.7	50	0.04	-12.82
-25	-25	2.7	100	0.08	-12.61
-25	-25	4.0	5	0.00	-17.12
-25	-25	4.0	50	0.04	-17.12
-25	-25	4.0	100	0.08	-16.90
-25	-25	6.0	5	0.00	-22.06
-25	-25	6.0	50	0.04	-21.85
-25	-25	6.0	100	0.08	-21.63
-25	-25	9.0	5	0.00	-27.86
-25	-25	9.0	50	0.04	-27.86
-25	-25	9.0	100	0.08	-27.86
-25	-25	13.5	5	0.00	-35.60
-25	-25	13.5	50	0.04	-35.38
-25	-25	13.5	100	0.08	-35.38
-25	-25	20.2	5	0.00	-48.27
-25	-25	20.2	50	0.04	-48.06
-25	-25	20.2	100	0.08	-48.06
-25	-25	30.3	5	0.00	-57.72
-25	-25	30.3	50	0.04	-57.51
-25	-25	30.3	100	0.08	-57.29
-25	-20	0.5	5	0.00	-5.30
-25	-20	0.5	50	0.04	-5.30
-25	-20	0.5	100	0.08	-5.09
-25	-20	0.8	5	0.00	-5.52
-25	-20	0.8	50	0.04	-5.30
-25	-20	0.8	100	0.08	-5.30
-25	-20	1.2	5	0.00	-6.59
-25	-20	1.2	50	0.04	-6.38
-25	-20	1.2	100	0.08	-6.38
-25	-20	1.8	5	0.00	-9.17
-25	-20	1.8	50	0.04	-9.17
-25	-20	1.8	100	0.08	-8.96
-25	-20	2.7	5	0.00	-12.18
-25	-20	2.7	50	0.04	-11.96
-25	-20	2.7	100	0.08	-11.96
-25	-20	4.0	5	0.00	-16.69
-25	-20	4.0	50	0.04	-16.47
-25	-20	4.0	100	0.08	-16.47
-25	-20	6.0	5	0.00	-21.42
-25	-20	6.0	50	0.04	-21.42
-25	-20	6.0	100	0.08	-21.20
-25	-20	9.0	5	0.00	-27.43
-25	-20	9.0	50	0.04	-27.43
-25	-20	9.0	100	0.08	-27.43
-25	-20	13.5	5	0.00	-35.17
-25	-20	13.5	50	0.04	-34.95
-25	-20	13.5	100	0.08	-34.95
-25	-20	20.2	5	0.00	-47.84
-25	-20	20.2	50	0.04	-47.84
-25	-20	20.2	100	0.08	-47.84
-25	-20	30.3	5	0.00	-57.29
-25	-20	30.3	50	0.04	-57.29
-25	-20	30.3	100	0.08	-57.29
-25	-15	0.5	5	0.00	-4.01
-25	-15	0.5	50	0.04	-4.01
-25	-15	0.5	100	0.08	-4.01
-25	-15	0.8	5	0.00	-4.01
-25	-15	0.8	50	0.04	-4.01
-25	-15	0.8	100	0.08	-4.01
-25	-15	1.2	5	0.00	-5.73
-25	-15	1.2	50	0.04	-5.52
-25	-15	1.2	100	0.08	-5.30
-25	-15	1.8	5	0.00	-8.31
-25	-15	1.8	50	0.04	-8.10
-25	-15	1.8	100	0.08	-8.10
-25	-15	2.7	5	0.00	-11.53
-25	-15	2.7	50	0.04	-11.32
-25	-15	2.7	100	0.08	-11.32
-25	-15	4.0	5	0.00	-16.04
-25	-15	4.0	50	0.04	-16.04
-25	-15	4.0	100	0.08	-15.83
-25	-15	6.0	5	0.00	-20.99
-25	-15	6.0	50	0.04	-20.99
-25	-15	6.0	100	0.08	-20.77
-25	-15	9.0	5	0.00	-27.00
-25	-15	9.0	50	0.04	-26.79
-25	-15	9.0	100	0.08	-26.79
-25	-15	13.5	5	0.00	-34.95
-25	-15	13.5	50	0.04	-34.74
-25	-15	13.5	100	0.08	-34.74
-25	-15	20.2	5	0.00	-47.41
-25	-15	20.2	50	0.04	-47.20
-25	-15	20.2	100	0.08	-47.20
-25	-15	30.3	5	0.00	-57.29
-25	-15	30.3	50	0.04	-57.29
-25	-15	30.3	100	0.08	-57.08
-25	-10	0.5	5	0.00	-2.72
-25	-10	0.5	50	0.04	-2.51
-25	-10	0.5	100	0.08	-2.51
-25	-10	0.8	5	0.00	-3.37
-25	-10	0.8	50	0.04	-3.37
-25	-10	0.8	100	0.08	-3.37
-25	-10	1.2	5	0.00	-4.23
-25	-10	1.2	50	0.04	-4.01
-25	-10	1.2	100	0.08	-4.01
-25	-10	1.8	5	0.00	-7.67
-25	-10	1.8	50	0.04	-7.67
-25	-10	1.8	100	0.08	-7.45
-25	-10	2.7	5	0.00	-11.10
-25	-10	2.7	50	0.04	-11.10
-25	-10	2.7	100	0.08	-11.10
-25	-10	4.0	5	0.00	-15.19
-25	-10	4.0	50	0.04	-15.19
